"51791","0","+991","0"
"52175","0","1186_BC","0"
"52175","0","1270s_BC","0"
"52175","0","1280s_BC","0"
"52175","0","1292_BC","0"
"52175","0","1295_BC","0"
"52175","0","12th_century_BC","0"
"52175","0","1300s_BC_(decade)","0"
"52175","0","1310s_BC","0"
"52175","0","13th_century_BC","0"
"52175","0","14th_century_BC","0"
"53237","0","110393_Rammstein","0"
"53707","0","14th_Dalai_Lama","0"
"53707","0","14th_Lok_Sabha","0"
"56950","0","111th_New_York_Volunteer_Infantry_Regiment","0"
"58960","0","'Ali_ibn_al-'Abbas_al-Majusi","0"
"59267","0","100s_BC_(decade)","0"
"59267","0","105_BC","0"
"59267","0","106_BC","0"
"59267","0","107_BC","0"
"59267","0","109_BC","0"
"59267","0","110_BC","0"
"59267","0","110s_BC","0"
"59267","0","111_BC","0"
"59267","0","120s_BC","0"
"59508","0","114th_United_States_Congress","0"
"59508","0","115th_United_States_Congress","0"
"59508","0","116th_United_States_Congress","0"
"61511","0","100s_BC_(decade)","0"
"61511","0","110s_BC","0"
"61511","0","114_BC","0"
"61511","0","115_BC","0"
"61511","0","116_BC","0"
"61511","0","118_BC","0"
"61511","0","119_BC","0"
"61511","0","120_BC","0"
"61511","0","120s_BC","0"
"61511","0","130s_BC","0"
"61511","0","140_BC","0"
"61662","0","'Phags-pa_script","0"
"61662","0","1344_Yellow_River_flood","0"
"62115","0","12th_Academy_Awards","0"
"66338","0","-graphy","0"
"67717","0","12th_edition_of_Systema_Naturae","0"
"73170","0","1001_Arabian_Nights_(1959_film)","0"
"73170","0","12_basic_principles_of_animation","0"
"73236","0","11th_Infantry_Brigade_and_Headquarters_South_East","0"
"73236","0","13th_Demi-Brigade_of_the_Foreign_Legion","0"
"76593","0","\"Jocko\"_Henderson","0"
"76772","0","100_Greatest_Britons","0"
"77260","0","0_(number)","0"
"80169","0","(E,E)-2,4-decadienal","0"
"80872","0","/Film","0"
"86324","0","(I_Don't_Want_to_Go_to)_Chelsea","0"
"88324","0","1080p","0"
"88324","0","12_oz._Mouse","0"
"94278","0","020","0"
"94336","0","020","0"
"94336","0","123_Mortlake_High_Street","0"
"98375","0",".hu","0"
"99461","0","(Where_Do_I_Begin?)_Love_Story","0"
"100076","0","140_Gower_Street","0"
"101116","0","1233_ABC_Newcastle","0"
"106279","0","(Now_and_Then_There's)_A_Fool_Such_as_I","0"
"108353","0","140th_Wing","0"
"112176","0","100_(DC_Comics)","0"
"112176","0","110th_Street_(Manhattan)","0"
"112176","0","14th_Street_(Manhattan)","0"
"112274","0","10th_Air_Corps_(Germany)","0"
"123498","0","144_Wellington_Street","0"
"125421","0","14th_Legislative_District_(New_Jersey)","0"
"125495","0","11th_Legislative_District_(New_Jersey)","0"
"125792","0","114_(New_Jersey_bus)","0"
"135742","0","103rd_meridian_west","0"
"140541","0","144000_(number)","0"
"142982","0","1257_Móra","0"
"143211","0","13_January_(14_January_in_Orthodox_Church)","0"
"146334","0","000","0"
"146334","0","1-1-2","0"
"148016","0","140_Siwa","0"
"150209","0","10:15_Saturday_Night","0"
"158806","0","100_euro_note","0"
"158806","0","10_cent_euro_coin","0"
"158806","0","10_euro_note","0"
"160802","0","\"Weird_Al\"_Yankovic","0"
"160802","0","...If_I_Ever_Fall_in_Love","0"
"160802","0","10,000_Maniacs","0"
"160802","0","1492_epopea_lirica_d'America","0"
"162617","0","101st_Airborne_Division","0"
"163056","0","10_Kislev","0"
"163056","0","11_Nissan","0"
"163056","0","12-13_Tammuz","0"
"163459","0","12_Angry_Men_(1957_film)","0"
"165886","0","110th_Street_(Manhattan)","0"
"165886","0","112th_Street_(Manhattan)","0"
"165886","0","116th_Street_(Manhattan)","0"
"165886","0","120th_Street_(Manhattan)","0"
"165886","0","1211_Avenue_of_the_Americas","0"
"165886","0","1221_Avenue_of_the_Americas","0"
"165886","0","122nd_Street_(Manhattan)","0"
"165886","0","1251_Avenue_of_the_Americas","0"
"165886","0","125th_Street_(Manhattan)","0"
"165886","0","1271_Avenue_of_the_Americas","0"
"165886","0","132nd_Street_(Manhattan)","0"
"165886","0","135th_Street_(Manhattan)","0"
"165886","0","145th_Street_(Manhattan)","0"
"165886","0","14th_Street_(Manhattan)","0"
"166237","0","(It's_Gonna_Be_A)_Lonely_Christmas","0"
"168310","0","1001_Albums_You_Must_Hear_Before_You_Die","0"
"168615","0","104.1_KRBE","0"
"170318","0","1492_Pictures","0"
"171702","0","13_Ghosts","0"
"172334","0","1._FC_Bocholt","0"
"172334","0","1._FC_Germania_Egestorf/Langreder","0"
"172334","0","1._FC_Heidenheim","0"
"172334","0","1._FC_Kaiserslautern","0"
"172334","0","1._FC_Köln","0"
"172334","0","1._FC_Lokomotive_Leipzig","0"
"172334","0","1._FC_Magdeburg","0"
"172334","0","1._FC_Mülheim","0"
"172334","0","1._FC_Nürnberg","0"
"172334","0","1._FC_Saarbrücken","0"
"172334","0","1._FC_Schweinfurt_05","0"
"172334","0","1._FC_Union_Berlin","0"
"172334","0","1._FSV_Mainz_05","0"
"181392","0","14th_Street_Bridge_(Potomac_River)","0"
"182737","0","10th_Annual_Grammy_Awards","0"
"183726","0","107th_Assault_Aviation_Regiment","0"
"183726","0","111th_Assault_Aviation_Regiment","0"
"183726","0","12.7×108mm","0"
"183726","0","13th_Army_(Soviet_Union)","0"
"186147","0","1/A_Battery,_Honourable_Artillery_Company","0"
"186147","0","1/B_Battery,_Honourable_Artillery_Company","0"
"186147","0","101st_(Northumbrian)_Regiment_Royal_Artillery","0"
"186147","0","103rd_(Lancashire_Artillery_Volunteers)_Regiment_Royal_Artillery","0"
"186147","0","104th_(Essex_Yeomanry)_Regiment,_Royal_Horse_Artillery","0"
"186147","0","104th_Regiment_Royal_Artillery","0"
"186147","0","105mm_Light_Gun","0"
"186147","0","105th_Regiment_Royal_Artillery","0"
"186147","0","106th_(Lancashire_Hussars)_Regiment,_Royal_Horse_Artillery","0"
"186147","0","106th_(Yeomanry)_Regiment_Royal_Artillery","0"
"186147","0","107th_(South_Nottinghamshire_Hussars)_Regiment,_Royal_Horse_Artillery","0"
"186147","0","10th_Hussars","0"
"186147","0","11th_Armoured_Division","0"
"186147","0","11th_Regiment,_Royal_Horse_Artillery_(Honourable_Artillery_Company)","0"
"186147","0","12th_Regiment,_Royal_Horse_Artillery_(Honourable_Artillery_Company)","0"
"186147","0","12th_Regiment_Royal_Artillery","0"
"186147","0","13th_Regiment,_Royal_Horse_Artillery_(Honourable_Artillery_Company)","0"
"186147","0","147th_(Essex_Yeomanry)_Regiment,_Royal_Horse_Artillery","0"
"186147","0","149th_(Lancashire_Hussars)_Regiment,_Royal_Horse_Artillery","0"
"186147","0","14th_Regiment,_Royal_Horse_Artillery","0"
"186147","0","14th_Regiment_Royal_Artillery","0"
"186147","0","150th_(South_Nottinghamshire_Hussars)_Regiment,_Royal_Horse_Artillery","0"
"186829","0","1000hp_(album)","0"
"186829","0","1000hp_(song)","0"
"187305","0","12th_man_(football)","0"
"188675","0","+370","0"
"188675","0","+371","0"
"188675","0","+372","0"
"188675","0",".ee","0"
"188675","0",".lt","0"
"188675","0",".lv","0"
"190166","0","10th_edition_of_Systema_Naturae","0"
"191771","0","10_Gigabit_Ethernet","0"
"195932","0","(I)_Get_Lost","0"
"196046","0","0-4-0","0"
"201198","0","1293_Kamakura_earthquake","0"
"201749","0","1-Wire","0"
"202240","0","10th_edition_of_Systema_Naturae","0"
"204375","0",".45-70","0"
"204883","0","1490s_BC","0"
"206490","0","100_Deeds_for_Eddie_McDowd","0"
"206490","0","100_Things_to_Do_Before_High_School","0"
"206759","0","12_basic_principles_of_animation","0"
"206902","0","1310s_BC","0"
"211087","0","1212_(album)","0"
"212121","0","(Meet)_The_Flintstones","0"
"212121","0","(Shake_That)_Cosmic_Thing","0"
"218489","0","14th_Dalai_Lama","0"
"221796","0","10th_National_People's_Congress","0"
"221796","0","11th_Central_Commission_for_Discipline_Inspection","0"
"221796","0","11th_National_People's_Congress","0"
"221796","0","11th_Standing_Committee_of_the_Central_Commission_for_Discipline_Inspection","0"
"221796","0","12th_Central_Commission_for_Discipline_Inspection","0"
"221796","0","12th_National_People's_Congress","0"
"221796","0","12th_Standing_Committee_of_the_Central_Commission_for_Discipline_Inspection","0"
"221796","0","13th_Central_Commission_for_Discipline_Inspection","0"
"221796","0","13th_Standing_Committee_of_the_Central_Commission_for_Discipline_Inspection","0"
"221796","0","14th_Central_Commission_for_Discipline_Inspection","0"
"221796","0","14th_Dalai_Lama","0"
"221796","0","14th_Standing_Committee_of_the_Central_Commission_for_Discipline_Inspection","0"
"221886","0","10_August_(French_Revolution)","0"
"222097","0","10th_Royal_Hussars","0"
"222705","0","\"Detroit\"_Gary_Wiggins","0"
"225345","0","1,000_Guineas_Stakes","0"
"226383","0","1551_in_literature","0"
"229209","0",".22_LR","0"
"229209","0",".30_Carbine","0"
"229209","0",".32_ACP","0"
"229209","0",".38_Special","0"
"230246","0","100_Greatest_British_Television_Programmes","0"
"231011","0",".cx","0"
"231994","0","0-0-1-3","0"
"232581","0","/Film","0"
"236060","0",".50_BMG","0"
"236060","0","10.5_cm_Leichtgeschütz_42","0"
"238731","0","120_Minutes","0"
"240194","0",".270_Winchester","0"
"240194","0",".30-06_Springfield","0"
"240194","0",".308_Winchester","0"
"240194","0",".416_Rigby","0"
"240194","0","13.2mm_TuF","0"
"244732","0","110_film","0"
"246297","0","104th_Infantry_Division_(United_States)","0"
"250858","0","((pF)Phe4)Nociceptin(1-13)NH2","0"
"250858","0","(Arg14,Lys15)Nociceptin","0"
"250858","0","(D-Ser2,_Leu5,_Thr6)-Enkephalin","0"
"250858","0","(Nphe1)Nociceptin(1-13)NH2","0"
"250858","0","(Phe1Ψ(CH2-NH)Gly2)Nociceptin(1-13)NH2","0"
"250858","0","(R)-3-Nitrobiphenyline","0"
"250858","0","1,1,1-Trichloroethane","0"
"250858","0","14-Methoxymetopon","0"
"250961","0","'Til_Death","0"
"253717","0","1,10-Phenanthroline","0"
"253717","0","1,7-Phenanthroline","0"
"253717","0","12-Hydroxyeicosatetraenoic_acid","0"
"253717","0","13-APA","0"
"256823","0","10th_edition_of_Systema_Naturae","0"
"258657","0","100_Pipers","0"
"263907","0","14th_century_in_literature","0"
"268222","0","14th_century_in_literature","0"
"272596","0","10th_PSOE_Federal_Congress","0"
"272596","0","11-M","0"
"272596","0","11th_PSOE_Federal_Congress","0"
"272596","0","12th_PSOE_Federal_Congress","0"
"272596","0","13th_PSOE_Federal_Congress","0"
"272596","0","14th_PSOE_Federal_Congress","0"
"277020","0","100_Tourist_Sites_of_Bulgaria","0"
"282746","0","10_to_Midnight","0"
"283974","0","10th_edition_of_Systema_Naturae","0"
"286098","0","\"Weird_Al\"_Yankovic","0"
"286098","0","(This_Is)_The_Dream_of_Evan_and_Chan","0"
"286098","0","107.7_The_End","0"
"287241","0","13th_century_in_literature","0"
"292340","0","1,3,6-Trigalloyl_glucose","0"
"294654","0","\"Weird_Al\"_Yankovic","0"
"294654","0","12_basic_principles_of_animation","0"
"295921","0","1450s_in_art","0"
"301574","0","12_basic_principles_of_animation","0"
"301798","0",".44_Magnum","0"
"303225","0","\"I_Quit\"_match","0"
"308147","0","'Adud_al-Dawla","0"
"323122","0","14th_Dalai_Lama","0"
"332592","0","12-hour_clock","0"
"345674","0","10_Ursae_Minoris","0"
"345674","0","11_Ursae_Minoris","0"
"345674","0","12_Ursae_Minoris","0"
"345674","0","14_Ursae_Minoris","0"
"350403","0","1,3-Propanediol","0"
"350793","0","'Allo_'Allo!","0"
"350793","0","...Cooks!","0"
"350793","0","100%_(game_show)","0"
"350793","0","100_Greatest_Kids'_TV_shows","0"
"350793","0","101_Ways_to_Leave_a_Gameshow","0"
"350793","0","10_O'Clock_Live","0"
"350793","0","10_Years_Younger_(UK)","0"
"356167","0","\"Dr._Death\"_Steve_Williams","0"
"356928","0","1080i","0"
"359437","0","1,000_Guineas_Stakes","0"
"359437","0","1._FC_Nuremberg","0"
"362205","0","0","0"
"362205","0","0_(number)","0"
"362205","0","1","0"
"362205","0","10","0"
"362205","0","100_(number)","0"
"362205","0","101_(number)","0"
"362205","0","102_(number)","0"
"362205","0","103_(number)","0"
"362205","0","104_(number)","0"
"362205","0","105_(number)","0"
"362205","0","106_(number)","0"
"362205","0","107_(number)","0"
"362205","0","108_(number)","0"
"362205","0","109_(number)","0"
"362205","0","10_(number)","0"
"362205","0","110_(number)","0"
"362205","0","111_(number)","0"
"362205","0","112_(number)","0"
"362205","0","113_(number)","0"
"362205","0","114_(number)","0"
"362205","0","115_(number)","0"
"362205","0","116_(number)","0"
"362205","0","117_(number)","0"
"362205","0","118_(number)","0"
"362205","0","119_(number)","0"
"362205","0","11_(number)","0"
"362205","0","120_(number)","0"
"362205","0","121_(number)","0"
"362205","0","122_(number)","0"
"362205","0","123_(number)","0"
"362205","0","124_(number)","0"
"362205","0","125_(number)","0"
"362205","0","126_(number)","0"
"362205","0","127_(number)","0"
"362205","0","128_(number)","0"
"362205","0","129_(number)","0"
"362205","0","12_(number)","0"
"362205","0","130_(number)","0"
"362205","0","131_(number)","0"
"362205","0","132_(number)","0"
"362205","0","133_(number)","0"
"362205","0","134_(number)","0"
"362205","0","135_(number)","0"
"362205","0","136_(number)","0"
"362205","0","137_(number)","0"
"362205","0","138_(number)","0"
"362205","0","139_(number)","0"
"362205","0","13_(number)","0"
"362205","0","140_(number)","0"
"362205","0","141_(number)","0"
"362205","0","142_(number)","0"
"362205","0","143_(number)","0"
"362205","0","144_(number)","0"
"362205","0","145_(number)","0"
"362205","0","146_(number)","0"
"362205","0","147_(number)","0"
"362205","0","148_(number)","0"
"362205","0","149_(number)","0"
"362205","0","14_(number)","0"
"362205","0","150_(number)","0"
"362205","0","151_(number)","0"
"362205","0","152_(number)","0"
"362205","0","153_(number)","0"
"362205","0","154_(number)","0"
"363030","0","10th_Gemini_Awards","0"
"363030","0","10th_Genie_Awards","0"
"363030","0","11th_Gemini_Awards","0"
"363030","0","11th_Genie_Awards","0"
"363030","0","12th_Gemini_Awards","0"
"363030","0","12th_Genie_Awards","0"
"363030","0","13th_Gemini_Awards","0"
"363030","0","13th_Genie_Awards","0"
"363030","0","14th_Gemini_Awards","0"
"363030","0","14th_Genie_Awards","0"
"367532","0","1001_Albums_You_Must_Hear_Before_You_Die","0"
"370858","0","12_Years_a_Slave_(film)","0"
"374388","0","(S1/2):_Keep_locked_up_and_out_of_the_reach_of_children","0"
"374388","0","1,1,2-Trichloro-1,2,2-trifluoroethane","0"
"378919","0","(Let_Me_Be_Your)_Teddy_Bear","0"
"378919","0","(Marie's_the_Name)_His_Latest_Flame","0"
"378919","0","(Now_and_Then_There's)_A_Fool_Such_as_I","0"
"378919","0","(Such_an)_Easy_Question","0"
"378919","0","(You're_the)_Devil_in_Disguise","0"
"381230","0","020","0"
"381362","0","'Twas_the_Night_Before_Christmas_(1977_TV_special)","0"
"381362","0","10th_Avenue_(Manhattan)","0"
"382773","0","1-Wire","0"
"384703","0","(Breach)","0"
"387283","0","1-2-AX_working_memory_task","0"
"387405","0","12_Hours_of_Sebring","0"
"402217","0","100BaseVG","0"
"402217","0","100_Gigabit_Ethernet","0"
"402217","0","10BASE-FB","0"
"402217","0","10BASE-FL","0"
"402217","0","10BASE-T","0"
"402217","0","10BASE2","0"
"402217","0","10BASE5","0"
"402217","0","10BROAD36","0"
"402217","0","10G-EPON","0"
"402217","0","10_Gigabit_Ethernet","0"
"402689","0","12m²_Sharpie","0"
"408016","0","103rd_United_States_Congress","0"
"408016","0","104th_United_States_Congress","0"
"408016","0","105th_United_States_Congress","0"
"408016","0","106th_United_States_Congress","0"
"408016","0","107th_United_States_Congress","0"
"408016","0","108th_United_States_Congress","0"
"408016","0","109th_United_States_Congress","0"
"408016","0","110th_United_States_Congress","0"
"408016","0","111th_United_States_Congress","0"
"410115","0","1-Click","0"
"413785","0","\"300\"","0"
"414528","0","102nd_United_States_Congress","0"
"414528","0","103rd_United_States_Congress","0"
"414528","0","104th_United_States_Congress","0"
"414528","0","105th_United_States_Congress","0"
"414528","0","106th_United_States_Congress","0"
"414528","0","107th_United_States_Congress","0"
"414528","0","108th_United_States_Congress","0"
"414528","0","109th_United_States_Congress","0"
"414528","0","110th_United_States_Congress","0"
"423165","0","102.2_Jazz_FM","0"
"425658","0","100_Jolts:_Shockingly_Short_Stories","0"
"428796","0","10th_Alabama_Infantry","0"
"428796","0","10th_Georgia_Regiment","0"
"428796","0","10th_Louisiana_Infantry","0"
"428796","0","10th_Virginia_Cavalry","0"
"428796","0","10th_Virginia_Infantry","0"
"428796","0","11th_Alabama_Infantry","0"
"428796","0","11th_Georgia_Infantry","0"
"428796","0","11th_Virginia_Cavalry","0"
"428796","0","11th_Virginia_Infantry","0"
"428796","0","12th_South_Carolina_Infantry","0"
"428796","0","12th_Virginia_Infantry","0"
"428796","0","13th_Virginia_Cavalry","0"
"428796","0","13th_Virginia_Infantry","0"
"428796","0","14th_Regiment_Alabama_Infantry","0"
"428796","0","14th_Tennessee_Infantry","0"
"428796","0","14th_Virginia_Cavalry","0"
"428796","0","14th_Virginia_Infantry","0"
"430263","0","(White_Man)_In_Hammersmith_Palais","0"
"435306","0","1.1\"/75_caliber_gun","0"
"439829","0","14th_century","0"
"444948","0","100th_Infantry_Battalion_(United_States)","0"
"444948","0","100th_Infantry_Division_(United_States)","0"
"444948","0","101st_Airborne_Division","0"
"444948","0","102nd_Infantry_Division_(United_States)","0"
"444948","0","103rd_Infantry_Division_(United_States)","0"
"444948","0","104th_Infantry_Division_(United_States)","0"
"444948","0","106th_Infantry_Division_(United_States)","0"
"444948","0","108th_Training_Command_(Initial_Entry_Training)","0"
"444948","0","10th_Armored_Division_(United_States)","0"
"444948","0","10th_Mountain_Division","0"
"444948","0","11th_Airborne_Division_(United_States)","0"
"444948","0","11th_Armored_Division_(United_States)","0"
"444948","0","11th_Field_Artillery_Regiment_(United_States)","0"
"444948","0","11th_Infantry_Division_(United_States)","0"
"444948","0","12th_Armored_Division_(United_States)","0"
"444948","0","12th_Division_(United_States)","0"
"444948","0","13th_Airborne_Division_(United_States)","0"
"444948","0","13th_Armored_Division_(United_States)","0"
"444948","0","13th_Division_(United_States)","0"
"444948","0","14th_Armored_Cavalry_Regiment_(United_States)","0"
"444948","0","14th_Armored_Division_(United_States)","0"
"444948","0","151st_Infantry_Regiment_(United_States)","0"
"445959","0",".NET_Framework","0"
"445959","0",".exe","0"
"448554","0","'Apepi","0"
"457561","0","100_Greatest_Performances_of_All_Time","0"
"461423","0","(What's_the_Story)_Morning_Glory?","0"
"462408","0","11th_SS_Panzer_Army","0"
"462408","0","120th_Infantry_Brigade_(United_States)","0"
"462408","0","12th_Army_Group","0"
"464046","0","10th_Aerospace_Defense_Group","0"
"464046","0","10th_Space_Warning_Squadron","0"
"464046","0","111th_Space_Operations_Squadron","0"
"464046","0","119th_Command_and_Control_Squadron","0"
"464046","0","11th_Bombardment_Squadron","0"
"464046","0","11th_Space_Warning_Squadron","0"
"464046","0","123d_Fighter_Squadron","0"
"464046","0","12th_Missile_Warning_Group","0"
"464046","0","12th_Space_Warning_Squadron","0"
"464046","0","137th_Space_Warning_Squadron","0"
"464046","0","13th_Space_Warning_Squadron","0"
"464046","0","147th_Combat_Communications_Squadron","0"
"464046","0","148th_Space_Operations_Squadron","0"
"464046","0","14th_Missile_Warning_Squadron","0"
"464046","0","14th_Operations_Group","0"
"464046","0","153d_Command_and_Control_Squadron","0"
"466856","0","12-inch_single","0"
"472129","0","142857_(number)","0"
"473856","0","'Phags-pa_script","0"
"474199","0","13th_Infantry_Brigade_(United_Kingdom)","0"
"475013","0","100th_Air_Refueling_Wing","0"
"475013","0","11th_Strategic_Group","0"
"475013","0","11th_Wing","0"
"475013","0","12th_Air_Division","0"
"475013","0","12th_Flying_Training_Wing","0"
"475013","0","13th_Strategic_Missile_Division","0"
"475013","0","14th_Air_Division","0"
"476377","0","1,000_Guineas_Stakes","0"
"478843","0","12_Nights_of_Christmas","0"
"478843","0","12_Play","0"
"485818","0","11th_century_in_Canada","0"
"485935","0","11th_century_in_Canada","0"
"487601","0","11th_century_in_Canada","0"
"487719","0","11th_century_in_Canada","0"
"489290","0","!!!","0"
"493820","0","10_euro_note","0"
"495215","0","10th_edition_of_Systema_Naturae","0"
"501020","0","(2-Benzoylethyl)trimethylammonium","0"
